SSID,Signal,Latitude,Longitude
ESAV,10,40.634381667,-8.659433333
FH,9,40.634381667,-8.659433333
eduroam,9,40.634381667,-8.659433333
Claro,57,40.634381667,-8.659433333
adhoctest,55,40.634381667,-8.659433333
ATNoG,44,40.634381667,-8.659433333
rasp,42,40.634381667,-8.659433333
ATNoG,37,40.634381667,-8.659433333
eduroam,35,40.634381667,-8.659433333
eduroam,33,40.634381667,-8.659433333
eduroam,27,40.634381667,-8.659433333
eduroam,24,40.634381667,-8.659433333
eduroam,24,40.634381667,-8.659433333
LabCom331,19,40.634381667,-8.659433333
ATNoG,19,40.634381667,-8.659433333
ATNoG,19,40.634381667,-8.659433333
FH,17,40.634381667,-8.659433333
MEO-F5A530,17,40.634381667,-8.659433333
eduroam,17,40.634381667,-8.659433333
RF_LAB_JAM,14,40.634381667,-8.659433333
,14,40.634381667,-8.659433333
wifiSmartWagons733,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
RF_LAB_JAM_5G,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
eduroam,10,40.634381667,-8.659433333
ESAV,10,40.634381667,-8.659433333
FH,9,40.634381667,-8.659433333
eduroam,9,40.634381667,-8.659433333
Claro,57,40.634381667,-8.659433333
adhoctest,55,40.634381667,-8.659433333
ATNoG,44,40.634381667,-8.659433333
rasp,42,40.634381667,-8.659433333
ATNoG,37,40.634381667,-8.659433333
eduroam,35,40.634381667,-8.659433333
eduroam,33,40.634381667,-8.659433333
eduroam,27,40.634381667,-8.659433333
eduroam,24,40.634381667,-8.659433333
eduroam,24,40.634381667,-8.659433333
LabCom331,19,40.634381667,-8.659433333
ATNoG,19,40.634381667,-8.659433333
ATNoG,19,40.634381667,-8.659433333
FH,17,40.634381667,-8.659433333
MEO-F5A530,17,40.634381667,-8.659433333
eduroam,17,40.634381667,-8.659433333
RF_LAB_JAM,14,40.634381667,-8.659433333
,14,40.634381667,-8.659433333
wifiSmartWagons733,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
RF_LAB_JAM_5G,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
eduroam,10,40.634381667,-8.659433333
ESAV,10,40.634381667,-8.659433333
FH,9,40.634381667,-8.659433333
eduroam,9,40.634381667,-8.659433333
PIPA,82,40.634381667,-8.659433333
adhoctest,69,40.634381667,-8.659433333
ATNoG,62,40.634381667,-8.659433333
Claro,52,40.634381667,-8.659433333
ATNoG,49,40.634381667,-8.659433333
rasp,47,40.634381667,-8.659433333
eduroam,39,40.634381667,-8.659433333
MEO-F5A530,37,40.634381667,-8.659433333
FH,35,40.634381667,-8.659433333
FH,35,40.634381667,-8.659433333
ATNoG,35,40.634381667,-8.659433333
eduroam,34,40.634381667,-8.659433333
RF_LAB_JAM,32,40.634381667,-8.659433333
mobiwise,27,40.634381667,-8.659433333
eduroam,27,40.634381667,-8.659433333
RF_LAB_JAM_5G,25,40.634381667,-8.659433333
torrinhas-testes2,24,40.634381667,-8.659433333
eduroam,24,40.634381667,-8.659433333
ATNoG,19,40.634381667,-8.659433333
eduroam,17,40.634381667,-8.659433333
eduroam,17,40.634381667,-8.659433333
ESAV,15,40.634381667,-8.659433333
wifiSmartWagons732,14,40.634381667,-8.659433333
,14,40.634381667,-8.659433333
wifiSmartWagons738,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
eduroam,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
,12,40.634381667,-8.659433333
ESAV,10,40.634381667,-8.659433333
eduroam,9,40.634381667,-8.659433333
FH,9,40.634381667,-8.659433333
eduroam,9,40.634381667,-8.659433333
PIPA,82,40.634386667,-8.659421667
adhoctest,69,40.634386667,-8.659421667
ATNoG,62,40.634386667,-8.659421667
Claro,52,40.634386667,-8.659421667
ATNoG,49,40.634386667,-8.659421667
rasp,47,40.634386667,-8.659421667
eduroam,39,40.634386667,-8.659421667
MEO-F5A530,37,40.634386667,-8.659421667
FH,35,40.634386667,-8.659421667
FH,35,40.634386667,-8.659421667
ATNoG,35,40.634386667,-8.659421667
eduroam,34,40.634386667,-8.659421667
RF_LAB_JAM,32,40.634386667,-8.659421667
mobiwise,27,40.634386667,-8.659421667
eduroam,27,40.634386667,-8.659421667
RF_LAB_JAM_5G,25,40.634386667,-8.659421667
torrinhas-testes2,24,40.634386667,-8.659421667
eduroam,24,40.634386667,-8.659421667
ATNoG,19,40.634386667,-8.659421667
eduroam,17,40.634386667,-8.659421667
eduroam,17,40.634386667,-8.659421667
ESAV,15,40.634386667,-8.659421667
wifiSmartWagons732,14,40.634386667,-8.659421667
,14,40.634386667,-8.659421667
wifiSmartWagons738,12,40.634386667,-8.659421667
eduroam,12,40.634386667,-8.659421667
eduroam,12,40.634386667,-8.659421667
,12,40.634386667,-8.659421667
,12,40.634386667,-8.659421667
ESAV,10,40.634386667,-8.659421667
eduroam,9,40.634386667,-8.659421667
FH,9,40.634386667,-8.659421667
eduroam,9,40.634386667,-8.659421667
PIPA,82,40.634383333,-8.659373333
adhoctest,69,40.634383333,-8.659373333
ATNoG,62,40.634383333,-8.659373333
Claro,52,40.634383333,-8.659373333
ATNoG,49,40.634383333,-8.659373333
rasp,47,40.634383333,-8.659373333
eduroam,39,40.634383333,-8.659373333
MEO-F5A530,37,40.634383333,-8.659373333
FH,35,40.634383333,-8.659373333
FH,35,40.634383333,-8.659373333
ATNoG,35,40.634383333,-8.659373333
eduroam,34,40.634383333,-8.659373333
RF_LAB_JAM,32,40.634383333,-8.659373333
mobiwise,27,40.634383333,-8.659373333
eduroam,27,40.634383333,-8.659373333
RF_LAB_JAM_5G,25,40.634383333,-8.659373333
torrinhas-testes2,24,40.634383333,-8.659373333
eduroam,24,40.634383333,-8.659373333
ATNoG,19,40.634383333,-8.659373333
eduroam,17,40.634383333,-8.659373333
eduroam,17,40.634383333,-8.659373333
ESAV,15,40.634383333,-8.659373333
wifiSmartWagons732,14,40.634383333,-8.659373333
,14,40.634383333,-8.659373333
wifiSmartWagons738,12,40.634383333,-8.659373333
eduroam,12,40.634383333,-8.659373333
eduroam,12,40.634383333,-8.659373333
,12,40.634383333,-8.659373333
,12,40.634383333,-8.659373333
ESAV,10,40.634383333,-8.659373333
eduroam,9,40.634383333,-8.659373333
FH,9,40.634383333,-8.659373333
eduroam,9,40.634383333,-8.659373333
PIPA,82,40.634376667,-8.659341667
adhoctest,69,40.634376667,-8.659341667
ATNoG,62,40.634376667,-8.659341667
Claro,52,40.634376667,-8.659341667
ATNoG,49,40.634376667,-8.659341667
rasp,47,40.634376667,-8.659341667
eduroam,39,40.634376667,-8.659341667
MEO-F5A530,37,40.634376667,-8.659341667
FH,35,40.634376667,-8.659341667
FH,35,40.634376667,-8.659341667
ATNoG,35,40.634376667,-8.659341667
eduroam,34,40.634376667,-8.659341667
RF_LAB_JAM,32,40.634376667,-8.659341667
mobiwise,27,40.634376667,-8.659341667
eduroam,27,40.634376667,-8.659341667
RF_LAB_JAM_5G,25,40.634376667,-8.659341667
torrinhas-testes2,24,40.634376667,-8.659341667
eduroam,24,40.634376667,-8.659341667
ATNoG,19,40.634376667,-8.659341667
eduroam,17,40.634376667,-8.659341667
eduroam,17,40.634376667,-8.659341667
ESAV,15,40.634376667,-8.659341667
wifiSmartWagons732,14,40.634376667,-8.659341667
,14,40.634376667,-8.659341667
wifiSmartWagons738,12,40.634376667,-8.659341667
eduroam,12,40.634376667,-8.659341667
eduroam,12,40.634376667,-8.659341667
,12,40.634376667,-8.659341667
,12,40.634376667,-8.659341667
ESAV,10,40.634376667,-8.659341667
eduroam,9,40.634376667,-8.659341667
FH,9,40.634376667,-8.659341667
eduroam,9,40.634376667,-8.659341667
PIPA,82,40.63439,-8.659308333
adhoctest,69,40.63439,-8.659308333
ATNoG,62,40.63439,-8.659308333
Claro,52,40.63439,-8.659308333
ATNoG,49,40.63439,-8.659308333
rasp,47,40.63439,-8.659308333
eduroam,39,40.63439,-8.659308333
MEO-F5A530,37,40.63439,-8.659308333
FH,35,40.63439,-8.659308333
FH,35,40.63439,-8.659308333
ATNoG,35,40.63439,-8.659308333
eduroam,34,40.63439,-8.659308333
RF_LAB_JAM,32,40.63439,-8.659308333
mobiwise,27,40.63439,-8.659308333
eduroam,27,40.63439,-8.659308333
RF_LAB_JAM_5G,25,40.63439,-8.659308333
torrinhas-testes2,24,40.63439,-8.659308333
eduroam,24,40.63439,-8.659308333
ATNoG,19,40.63439,-8.659308333
eduroam,17,40.63439,-8.659308333
eduroam,17,40.63439,-8.659308333
ESAV,15,40.63439,-8.659308333
wifiSmartWagons732,14,40.63439,-8.659308333
,14,40.63439,-8.659308333
wifiSmartWagons738,12,40.63439,-8.659308333
eduroam,12,40.63439,-8.659308333
eduroam,12,40.63439,-8.659308333
,12,40.63439,-8.659308333
,12,40.63439,-8.659308333
ESAV,10,40.63439,-8.659308333
eduroam,9,40.63439,-8.659308333
FH,9,40.63439,-8.659308333
eduroam,9,40.63439,-8.659308333
adhoctest,100,40.634423333,-8.659328333
PIPA,70,40.634423333,-8.659328333
ATNoG,44,40.634423333,-8.659328333
ATNoG,40,40.634423333,-8.659328333
rasp,37,40.634423333,-8.659328333
MEO-F5A530,37,40.634423333,-8.659328333
eduroam,34,40.634423333,-8.659328333
RF_LAB_JAM,32,40.634423333,-8.659328333
eduroam,29,40.634423333,-8.659328333
mobiwise,27,40.634423333,-8.659328333
eduroam,27,40.634423333,-8.659328333
RF_LAB_JAM_5G,25,40.634423333,-8.659328333
torrinhas-testes2,24,40.634423333,-8.659328333
eduroam,24,40.634423333,-8.659328333
ATNoG,24,40.634423333,-8.659328333
eduroam,24,40.634423333,-8.659328333
eduroam,22,40.634423333,-8.659328333
ARRIS-F11E,20,40.634423333,-8.659328333
eduroam,20,40.634423333,-8.659328333
eduroam,19,40.634423333,-8.659328333
eduroam,19,40.634423333,-8.659328333
eduroam,17,40.634423333,-8.659328333
eduroam,17,40.634423333,-8.659328333
FH,17,40.634423333,-8.659328333
ATNoG,17,40.634423333,-8.659328333
FH,15,40.634423333,-8.659328333
ESAV,15,40.634423333,-8.659328333
wifiSmartWagons732,14,40.634423333,-8.659328333
FH,14,40.634423333,-8.659328333
wifiSmartWagons738,12,40.634423333,-8.659328333
eduroam,12,40.634423333,-8.659328333
Claro,12,40.634423333,-8.659328333
eduroam,9,40.634423333,-8.659328333
adhoctest,100,40.63444,-8.659338333
PIPA,70,40.63444,-8.659338333
ATNoG,44,40.63444,-8.659338333
ATNoG,40,40.63444,-8.659338333
eduroam,39,40.63444,-8.659338333
rasp,37,40.63444,-8.659338333
MEO-F5A530,37,40.63444,-8.659338333
eduroam,34,40.63444,-8.659338333
RF_LAB_JAM,32,40.63444,-8.659338333
eduroam,29,40.63444,-8.659338333
mobiwise,27,40.63444,-8.659338333
eduroam,27,40.63444,-8.659338333
RF_LAB_JAM_5G,25,40.63444,-8.659338333
torrinhas-testes2,24,40.63444,-8.659338333
eduroam,24,40.63444,-8.659338333
ATNoG,24,40.63444,-8.659338333
eduroam,24,40.63444,-8.659338333
ARRIS-F11E,20,40.63444,-8.659338333
eduroam,20,40.63444,-8.659338333
eduroam,19,40.63444,-8.659338333
eduroam,19,40.63444,-8.659338333
eduroam,17,40.63444,-8.659338333
eduroam,17,40.63444,-8.659338333
FH,17,40.63444,-8.659338333
ATNoG,17,40.63444,-8.659338333
FH,15,40.63444,-8.659338333
ESAV,15,40.63444,-8.659338333
wifiSmartWagons732,14,40.63444,-8.659338333
FH,14,40.63444,-8.659338333
wifiSmartWagons738,12,40.63444,-8.659338333
eduroam,12,40.63444,-8.659338333
Claro,12,40.63444,-8.659338333
eduroam,9,40.63444,-8.659338333
adhoctest,100,40.634473333,-8.65935
PIPA,70,40.634473333,-8.65935
ATNoG,44,40.634473333,-8.65935
ATNoG,40,40.634473333,-8.65935
eduroam,39,40.634473333,-8.65935
rasp,37,40.634473333,-8.65935
MEO-F5A530,37,40.634473333,-8.65935
eduroam,34,40.634473333,-8.65935
RF_LAB_JAM,32,40.634473333,-8.65935
eduroam,29,40.634473333,-8.65935
mobiwise,27,40.634473333,-8.65935
eduroam,27,40.634473333,-8.65935
RF_LAB_JAM_5G,25,40.634473333,-8.65935
torrinhas-testes2,24,40.634473333,-8.65935
eduroam,24,40.634473333,-8.65935
ATNoG,24,40.634473333,-8.65935
eduroam,24,40.634473333,-8.65935
ARRIS-F11E,20,40.634473333,-8.65935
eduroam,20,40.634473333,-8.65935
eduroam,19,40.634473333,-8.65935
eduroam,19,40.634473333,-8.65935
eduroam,17,40.634473333,-8.65935
eduroam,17,40.634473333,-8.65935
FH,17,40.634473333,-8.65935
ATNoG,17,40.634473333,-8.65935
FH,15,40.634473333,-8.65935
ESAV,15,40.634473333,-8.65935
wifiSmartWagons732,14,40.634473333,-8.65935
FH,14,40.634473333,-8.65935
wifiSmartWagons738,12,40.634473333,-8.65935
eduroam,12,40.634473333,-8.65935
Claro,12,40.634473333,-8.65935
eduroam,9,40.634473333,-8.65935
adhoctest,100,40.634483333,-8.659341667
PIPA,70,40.634483333,-8.659341667
ATNoG,44,40.634483333,-8.659341667
ATNoG,40,40.634483333,-8.659341667
eduroam,39,40.634483333,-8.659341667
rasp,37,40.634483333,-8.659341667
MEO-F5A530,37,40.634483333,-8.659341667
eduroam,34,40.634483333,-8.659341667
RF_LAB_JAM,32,40.634483333,-8.659341667
eduroam,29,40.634483333,-8.659341667
mobiwise,27,40.634483333,-8.659341667
eduroam,27,40.634483333,-8.659341667
RF_LAB_JAM_5G,25,40.634483333,-8.659341667
torrinhas-testes2,24,40.634483333,-8.659341667
eduroam,24,40.634483333,-8.659341667
ATNoG,24,40.634483333,-8.659341667
eduroam,24,40.634483333,-8.659341667
ARRIS-F11E,20,40.634483333,-8.659341667
eduroam,20,40.634483333,-8.659341667
eduroam,19,40.634483333,-8.659341667
eduroam,19,40.634483333,-8.659341667
eduroam,17,40.634483333,-8.659341667
eduroam,17,40.634483333,-8.659341667
FH,17,40.634483333,-8.659341667
ATNoG,17,40.634483333,-8.659341667
FH,15,40.634483333,-8.659341667
ESAV,15,40.634483333,-8.659341667
wifiSmartWagons732,14,40.634483333,-8.659341667
FH,14,40.634483333,-8.659341667
wifiSmartWagons738,12,40.634483333,-8.659341667
eduroam,12,40.634483333,-8.659341667
Claro,12,40.634483333,-8.659341667
eduroam,9,40.634483333,-8.659341667
adhoctest,100,40.634506667,-8.65926
PIPA,70,40.634506667,-8.65926
ATNoG,44,40.634506667,-8.65926
ATNoG,40,40.634506667,-8.65926
eduroam,39,40.634506667,-8.65926
rasp,37,40.634506667,-8.65926
MEO-F5A530,37,40.634506667,-8.65926
eduroam,34,40.634506667,-8.65926
RF_LAB_JAM,32,40.634506667,-8.65926
eduroam,29,40.634506667,-8.65926
mobiwise,27,40.634506667,-8.65926
eduroam,27,40.634506667,-8.65926
RF_LAB_JAM_5G,25,40.634506667,-8.65926
torrinhas-testes2,24,40.634506667,-8.65926
eduroam,24,40.634506667,-8.65926
ATNoG,24,40.634506667,-8.65926
eduroam,24,40.634506667,-8.65926
ARRIS-F11E,20,40.634506667,-8.65926
eduroam,20,40.634506667,-8.65926
eduroam,19,40.634506667,-8.65926
eduroam,19,40.634506667,-8.65926
eduroam,17,40.634506667,-8.65926
eduroam,17,40.634506667,-8.65926
FH,17,40.634506667,-8.65926
ATNoG,17,40.634506667,-8.65926
FH,15,40.634506667,-8.65926
ESAV,15,40.634506667,-8.65926
wifiSmartWagons732,14,40.634506667,-8.65926
FH,14,40.634506667,-8.65926
wifiSmartWagons738,12,40.634506667,-8.65926
eduroam,12,40.634506667,-8.65926
Claro,12,40.634506667,-8.65926
eduroam,9,40.634506667,-8.65926
adhoctest,100,40.63452,-8.659248333
PIPA,77,40.63452,-8.659248333
ATNoG,40,40.63452,-8.659248333
rasp,40,40.63452,-8.659248333
ATNoG,39,40.63452,-8.659248333
MEO-F5A530,37,40.63452,-8.659248333
eduroam,35,40.63452,-8.659248333
eduroam,34,40.63452,-8.659248333
RF_LAB_JAM,32,40.63452,-8.659248333
eduroam,30,40.63452,-8.659248333
FH,30,40.63452,-8.659248333
eduroam,29,40.63452,-8.659248333
mobiwise,27,40.63452,-8.659248333
eduroam,27,40.63452,-8.659248333
FH,25,40.63452,-8.659248333
ATNoG,25,40.63452,-8.659248333
eduroam,24,40.63452,-8.659248333
Claro,24,40.63452,-8.659248333
torrinhas-testes2,22,40.63452,-8.659248333
ATNoG,22,40.63452,-8.659248333
ARRIS-F11E,20,40.63452,-8.659248333
eduroam,20,40.63452,-8.659248333
eduroam,19,40.63452,-8.659248333
eduroam,19,40.63452,-8.659248333
wifiSmartWagons733,19,40.63452,-8.659248333
eduroam,17,40.63452,-8.659248333
eduroam,17,40.63452,-8.659248333
FH,15,40.63452,-8.659248333
ESAV,15,40.63452,-8.659248333
,15,40.63452,-8.659248333
wifiSmartWagons732,14,40.63452,-8.659248333
,14,40.63452,-8.659248333
eduroam,12,40.63452,-8.659248333
RF_LAB_JAM_5G,12,40.63452,-8.659248333
wifiSmartWagons738,10,40.63452,-8.659248333
eduroam,9,40.63452,-8.659248333
adhoctest,100,40.634528333,-8.659225
PIPA,77,40.634528333,-8.659225
ATNoG,40,40.634528333,-8.659225
rasp,40,40.634528333,-8.659225
ATNoG,39,40.634528333,-8.659225
MEO-F5A530,37,40.634528333,-8.659225
eduroam,35,40.634528333,-8.659225
eduroam,34,40.634528333,-8.659225
RF_LAB_JAM,32,40.634528333,-8.659225
eduroam,30,40.634528333,-8.659225
FH,30,40.634528333,-8.659225
eduroam,29,40.634528333,-8.659225
mobiwise,27,40.634528333,-8.659225
eduroam,27,40.634528333,-8.659225
FH,25,40.634528333,-8.659225
ATNoG,25,40.634528333,-8.659225
eduroam,24,40.634528333,-8.659225
Claro,24,40.634528333,-8.659225
torrinhas-testes2,22,40.634528333,-8.659225
ATNoG,22,40.634528333,-8.659225
ARRIS-F11E,20,40.634528333,-8.659225
eduroam,20,40.634528333,-8.659225
eduroam,19,40.634528333,-8.659225
eduroam,19,40.634528333,-8.659225
wifiSmartWagons733,19,40.634528333,-8.659225
eduroam,17,40.634528333,-8.659225
eduroam,17,40.634528333,-8.659225
FH,15,40.634528333,-8.659225
ESAV,15,40.634528333,-8.659225
,15,40.634528333,-8.659225
wifiSmartWagons732,14,40.634528333,-8.659225
,14,40.634528333,-8.659225
eduroam,12,40.634528333,-8.659225
RF_LAB_JAM_5G,12,40.634528333,-8.659225
wifiSmartWagons738,10,40.634528333,-8.659225
eduroam,9,40.634528333,-8.659225
